Full Name,F Diag 08,F Diag Rate 08,M Diag 08,M Diag Rate 08,F Diag 09,F Diag Rate 09,M Diag 09,M Diag Rate 09,F Diag 10,F Diag Rate 10,M Diag 10,M Diag Rate 10,F Diag 11,F Diag Rate 11,M Diag 11,M Diag Rate 11,F Diag 12,F Diag Rate 12,M Diag 12,M Diag Rate 12,F Diag 13,F Diag Rate 13,M Diag 13,M Diag Rate 13,F Diag 14,F Diag Rate 14,M Diag 14,M Diag Rate 14,F Diag 15,F Diag Rate 15,M Diag 15,M Diag Rate 15,F Diag 16,F Diag Rate 16,M Diag 16,M Diag Rate 16,F Diag 17,F Diag Rate 17,M Diag 17,M Diag Rate 17,F Diag 18,F Diag Rate 18,M Diag 18,M Diag Rate 18
Roscommon County MI,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0
Roseau County MN,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
Rosebud County MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ross County OH,,,,,0,0,5,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Routt County CO,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Rowan County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rowan County NC,,,,,,,,,,,,,,,,,,,,,,,,,5,8.5,9,15.8,,,,,,,,,,,,,,,,
Runnels County TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Rush County IN,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rush County KS,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
Rusk County TX,,,,,0,0,5,23.8,0,0,8,33.8,0,0,5,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rusk County WI,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell County AL,5,22.5,12,62.3,,,,,6,26,10,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russell County KS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russell County VA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rutherford County NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,18.4,,,,
Rutherford County TN,5,4.9,18,18.1,,,,,10,9.2,25,23.9,,,,,,,,,0,0,20,17.8,5,4.1,17,14.7,,,,,,,,,5,3.8,22,17.3,,,,
Rutland County VT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabine County TX,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0
Sabine Parish LA,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,
Sac County IA,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sacramento County CA,28,4.8,148,26.9,29,5,142,25.5,26,4.3,154,27.3,27,4.5,144,25.3,23,3.8,160,27.8,24,3.9,142,24.5,35,5.6,145,24.7,22,3.5,141,23.6,22,3.4,164,27.1,22,3.4,131,21.4,15,2.3,74,12
Sagadahoc County ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saginaw County MI,5,5.7,16,20.1,5,5.7,17,21.4,5,5.7,17,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saguache County CO,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salem City VA,,,,,0,0,5,48.3,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Salem County NJ,0,0,5,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
Saline County AR,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,6,12.9,,,,,,,,,,,,,0,0,12,24.3
Saline County IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saline County KS,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0
Saline County MO,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,
Saline County NE,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Salt Lake County UT,14,3.5,82,20.5,12,3,75,18.5,8,2,51,12.6,14,3.4,69,16.8,14,3.3,54,12.9,11,2.6,67,15.8,11,2.5,74,17.2,9,2.1,69,15.8,17,3.8,88,19.8,5,1.1,79,17.4,5,1.1,71,15.3
Saluda County SC,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Sampson County NC,,,,,,,,,6,22.5,7,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Augustine County TX,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Benito County CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino County CA,42,5.3,150,19,29,3.6,157,19.7,28,3.4,165,20.6,25,3,162,20,33,3.9,159,19.4,22,2.6,169,20.4,34,4,185,22.1,19,2.2,176,20.8,26,3,198,23.2,35,4,214,24.8,30,3.4,203,23.3
San Diego County CA,55,4.4,510,41,68,5.4,536,42.7,49,3.8,505,39,40,3.1,455,34.8,52,3.9,417,31.4,47,3.5,436,32.5,47,3.5,450,33,47,3.4,444,32.1,55,4,448,32.1,41,2.9,371,26.5,44,3.1,302,21.4
San Francisco County CA,41,11.6,472,129.1,31,8.7,438,119,36,10.1,415,112.7,41,11.3,372,99.9,25,6.8,425,112.2,27,7.3,369,96.1,13,3.5,309,79.3,26,6.8,268,67.7,29,7.5,236,59.1,27,7,217,53.9,21,5.4,216,53.4
San Jacinto County TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8,69.9,,,,,,,,,,,,
San Joaquin County CA,15,5.7,50,19.1,13,4.9,50,18.9,12,4.4,81,30.1,8,2.9,68,24.9,10,3.5,38,13.8,10,3.5,69,25,5,1.7,65,23.1,10,3.4,63,22,11,3.7,43,14.8,12,4,51,17.3,17,5.6,48,16
San Juan County CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Juan County NM,,,,,,,,,,,,,,,,,,,,,0,0,5,9.9,,,,,0,0,8,15.9,0,0,5,9.9,,,,,,,,
San Juan County UT,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
San Juan County WA,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
San Luis Obispo County CA,5,4.5,14,11.8,0,0,14,11.7,0,0,19,15.9,,,,,6,5.1,12,9.9,,,,,,,,,,,,,,,,,,,,,,,,
San Mateo County CA,9,3,49,16.7,10,3.3,44,14.8,12,3.9,44,14.9,7,2.2,68,22.8,11,3.5,58,19.2,,,,,5,1.5,62,19.9,6,1.8,56,17.7,8,2.4,49,15.4,9,2.7,48,15,,,,
San Miguel County CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
San Miguel County NM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Patricio County TX,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
San Saba County TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sanborn County SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanders County MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
Sandoval County NM,0,0,5,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8,13.6
Sandusky County OH,,,,,,,,,,,,,0,0,5,20.3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Sangamon County IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanilac County MI,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0
Sanpete County UT,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,
Santa Barbara County CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,30,16.1
Santa Clara County CA,23,3.3,138,18.9,18,2.5,138,18.5,18,2.4,126,17.1,18,2.4,121,16.2,15,2,119,15.6,13,1.7,123,15.9,12,1.5,152,19.3,15,1.9,141,17.6,22,2.7,113,13.9,20,2.5,136,16.6,16,2,148,17.9
Santa Cruz County AZ,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,0,7,39
Santa Cruz County CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5.9,14,12,,,,,,,,
Santa Fe County NM,,,,,7,11,11,17.7,,,,,,,,,,,,,,,,,,,,,0,0,5,8.1,,,,,,,,,,,,
Santa Rosa County FL,,,,,0,0,11,17.3,,,,,0,0,11,16.6,,,,,,,,,,,,,,,,,6,8.6,9,12.3,,,,,,,,
Sarasota County FL,11,6.4,34,21.7,11,6.4,23,14.7,5,2.8,24,15,6,3.3,30,18.6,9,4.9,21,12.9,5,2.7,33,20,5,2.7,27,16,,,,,,,,,6,3,29,16.2,8,3.9,23,12.7
Saratoga County NY,,,,,,,,,,,,,,,,,,,,,0,0,5,5.3,0,0,6,6.4,,,,,0,0,5,5.2,,,,,,,,
Sargent County ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarpy County NE,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,8.9,,,,,,,,,,,,,0,0,7,9.5
Sauk County WI,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Saunders County NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sawyer County WI,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schenectady County NY,8,12.2,5,8.2,,,,,,,,,7,10.3,7,11.2,,,,,,,,,,,,,,,,,,,,,,,,,7,10.3,7,11
Schleicher County TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schley County GA,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Schoharie County NY,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Schoolcraft County MI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schuyler County IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schuyler County MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schuyler County NY,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Schuylkill County PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,7.9,,,,,,,,
Scioto County OH,,,,,,,,,,,,,,,,,0,0,6,18.5,,,,,,,,,,,,,,,,,,,,,,,,
Scotland County MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scotland County NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott County AR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Scott County IA,0,0,7,10.7,,,,,,,,,,,,,0,0,9,13.3,,,,,,,,,,,,,,,,,,,,,,,,
Scott County IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott County IN,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,67,660.7,86,880.4,6,59.2,17,174,,,,,,,,
Scott County KS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott County MN,0,0,5,9.8,,,,,0,0,5,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott County MO,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Scott County MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,45.8
Scott County TN,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott County VA,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Scotts Bluff County NE,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Screven County GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scurry County TX,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,
Searcy County AR,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebastian County AR,0,0,5,10.5,,,,,,,,,,,,,0,0,6,11.8,,,,,,,,,,,,,,,,,,,,,,,,
Sedgwick County CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sedgwick County KS,6,3.1,23,12.1,16,8,28,14.5,12,5.9,35,17.9,,,,,9,4.4,28,14.1,,,,,6,2.9,26,12.9,14,6.7,39,19.2,7,3.3,29,14.2,7,3.3,19,9.3,,,,
Seminole County FL,11,6.3,40,23.8,9,5.1,50,29.5,12,6.5,40,23.3,8,4.3,49,28.3,8,4.2,27,15.4,10,5.2,36,20.3,13,6.6,40,22.2,14,7,57,31.2,19,9.4,62,33.4,16,7.8,62,32.9,16,7.7,58,30.4
Seminole County GA,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,
Seminole County OK,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
Seneca County NY,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,
Seneca County OH,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sequatchie County TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sequoyah County OK,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Sevier County AR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0
Sevier County TN,0,0,7,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,15.1,,,,,,,,
Sevier County UT,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seward County KS,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,
Seward County NE,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shackelford County TX,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
Shannon County MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sharkey County MS,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sharp County AR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Shasta County CA,,,,,0,0,5,6.7,,,,,,,,,,,,,,,,,0,0,7,9.5,,,,,,,,,,,,,,,,
Shawano County WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,
Shawnee County KS,0,0,5,7.2,,,,,,,,,,,,,,,,,0,0,14,19.9,,,,,0,0,8,11.3,,,,,,,,,0,0,6,8.5
Sheboygan County WI,,,,,,,,,,,,,0,0,0,0,,,,,0,0,5,10.4,0,0,0,0,,,,,,,,,,,,,0,0,0,0
Shelby County AL,,,,,,,,,,,,,0,0,9,11.5,,,,,,,,,,,,,,,,,0,0,7,8.3,,,,,0,0,6,6.9
Shelby County IA,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shelby County IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shelby County IN,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Shelby County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shelby County MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
Shelby County OH,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Shelby County TN,132,33.7,304,87.7,123,31.4,269,77.4,89,22.2,238,67,98,24.3,242,67.7,109,26.9,265,73.5,68,16.8,218,60.5,72,17.7,207,57.5,60,14.8,217,60.3,52,12.8,210,58.5,45,11.1,220,61.4,59,14.5,251,70.1
Shelby County TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shenandoah County VA,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Sherburne County MN,,,,,0,0,5,14,0,0,5,13.9,,,,,,,,,,,,,0,0,5,13.3,,,,,,,,,0,0,0,0,0,0,5,12.5
Sheridan County KS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sheridan County MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sheridan County ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheridan County NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
Sheridan County WY,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sherman County KS,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0
Sherman County NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sherman County OR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sherman County TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shiawassee County MI,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,
Shoshone County ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sibley County MN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sierra County CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra County NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Silver Bow County MT,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simpson County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simpson County MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sioux County IA,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0
Sioux County ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sioux County NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siskiyou County CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sitka City and Borough AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skagit County WA,,,,,,,,,,,,,,,,,,,,,0,0,8,16.4,,,,,,,,,,,,,,,,,,,,
Skagway Municipality AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skamania County WA,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Slope County ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smith County KS,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Smith County MS,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,
Smith County TN,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,
Smith County TX,6,7,17,21.9,6,6.9,13,16.5,6,6.7,14,17.1,10,11,10,12.1,,,,,5,5.4,16,19,,,,,7,7.3,14,16.1,7,7.2,19,21.6,,,,,,,,
Smyth County VA,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Snohomish County WA,7,2.5,27,9.6,10,3.5,30,10.5,5,1.7,24,8.1,7,2.3,25,8.4,10,3.3,29,9.6,,,,,6,1.9,27,8.6,9,2.8,29,9.1,12,3.6,33,10.1,9,2.7,24,7.2,14,4.1,22,6.5
Snyder County PA,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,
Socorro County NM,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0
Solano County CA,7,4.2,46,27.5,7,4.2,40,23.8,5,2.9,27,15.9,6,3.4,28,16.3,,,,,,,,,9,5,46,25.9,6,3.3,29,16.2,10,5.4,22,12.1,6,3.2,26,14.1,7,3.7,36,19.4
Somerset County MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somerset County ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somerset County NJ,8,5.9,33,25.3,6,4.4,23,17.4,6,4.3,27,20.9,7,5,20,15.3,5,3.5,23,17.5,9,6.3,25,18.8,11,7.7,27,20.2,6,4.2,28,20.8,11,7.6,25,18.5,,,,,,,,
Somerset County PA,0,0,5,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somervell County TX,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
Sonoma County CA,,,,,,,,,,,,,9,4.3,33,16.4,9,4.2,32,15.8,,,,,,,,,5,2.3,26,12.5,5,2.3,33,15.8,,,,,,,,
