Year,Geography,Heterosexual contact,Injection drug use,Male-to-male sexual contact,Male-to-male sexual contact and injection drug use,Other
2010,"Kenosha County, WI",25,25,94,Data suppressed,Data suppressed
2010,"Kent County, DE",145,91,127,23,10
2010,"Kent County, MD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Kent County, MI",202,64,479,60,7
2010,"Kent County, RI",23,15,72,Data suppressed,Data suppressed
2010,"Kent County, TX",0,0,0,0,0
2010,"Kenton County, KY",48,26,151,Data suppressed,Data suppressed
2010,"Keokuk County, IA",Data suppressed,Data suppressed,8,Data suppressed,0
2010,"Kern County, CA",215,371,556,322,14
2010,"Kerr County, TX",Data suppressed,8,19,Data suppressed,0
2010,"Kershaw County, SC",18,6,17,Data suppressed,Data suppressed
2010,"Ketchikan Gateway Borough, AK",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Kewaunee County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Keweenaw County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Keya Paha County, NE",0,0,0,0,0
2010,"Kidder County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Kimball County, NE",0,0,0,0,0
2010,"Kimble County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"King And Queen County, VA",5,Data suppressed,5,Data suppressed,0
2010,"King County, TX",0,0,0,0,0
2010,"King County, WA",669,370,"3,843",539,53
2010,"King George County, VA",5,Data suppressed,14,Data suppressed,Data suppressed
2010,"King William County, VA",5,Data suppressed,Data suppressed,0,0
2010,"Kingfisher County, OK",0,Data suppressed,6,Data suppressed,0
2010,"Kingman County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Kings County, CA",42,34,50,Data suppressed,Data suppressed
2010,"Kings County, NY","7,643","6,365","8,142","1,061",613
2010,"Kingsbury County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Kinney County, TX",Data suppressed,0,5,Data suppressed,0
2010,"Kiowa County, CO",0,0,0,0,0
2010,"Kiowa County, KS",0,0,0,0,0
2010,"Kiowa County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Kit Carson County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Kitsap County, WA",21,21,114,25,7
2010,"Kittitas County, WA",Data suppressed,Data suppressed,8,Data suppressed,0
2010,"Kittson County, MN",0,0,0,0,0
2010,"Klamath County, OR",Data suppressed,5,19,Data suppressed,0
2010,"Kleberg County, TX",7,Data suppressed,15,Data suppressed,0
2010,"Klickitat County, WA",5,0,Data suppressed,Data suppressed,Data suppressed
2010,"Knott County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Knox County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Knox County, IN",5,Data suppressed,6,5,Data suppressed
2010,"Knox County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Knox County, ME",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Knox County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Knox County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Knox County, OH",6,0,18,Data suppressed,Data suppressed
2010,"Knox County, TN",159,92,504,43,8
2010,"Knox County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Kodiak Island Borough, AK",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Koochiching County, MN",0,0,0,0,0
2010,"Kootenai County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Kosciusko County, IN",10,0,22,Data suppressed,Data suppressed
2010,"Kossuth County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Kusilvak Census Area, AK",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"La Crosse County, WI",18,9,38,Data suppressed,Data suppressed
2010,"La Paz County, AZ",Data suppressed,6,8,Data suppressed,0
2010,"La Plata County, CO",5,Data suppressed,17,Data suppressed,Data suppressed
2010,"La Salle County, TX",Data suppressed,Data suppressed,8,Data suppressed,0
2010,"Labette County, KS",Data suppressed,Data suppressed,6,Data suppressed,0
2010,"Lac Qui Parle County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lackawanna County, PA",72,57,81,17,8
2010,"Laclede County, MO",Data suppressed,Data suppressed,10,5,0
2010,"Lafayette County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lafayette County, FL",Data suppressed,6,Data suppressed,0,Data suppressed
2010,"Lafayette County, MO",5,Data suppressed,6,Data suppressed,Data suppressed
2010,"Lafayette County, MS",19,5,45,Data suppressed,Data suppressed
2010,"Lafayette County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lafayette Parish, LA",160,73,287,37,8
2010,"Lafourche Parish, LA",27,12,48,Data suppressed,Data suppressed
2010,"Lagrange County, IN",Data suppressed,0,8,Data suppressed,0
2010,"Lake County, CA",20,12,48,Data suppressed,Data suppressed
2010,"Lake County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lake County, FL",186,78,236,31,9
2010,"Lake County, IL",104,49,247,34,9
2010,"Lake County, IN",253,119,453,57,17
2010,"Lake County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed,0
2010,"Lake County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lake County, MT",0,Data suppressed,6,0,Data suppressed
2010,"Lake County, OH",34,10,74,Data suppressed,Data suppressed
2010,"Lake County, OR",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lake County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lake County, TN",16,14,35,Data suppressed,Data suppressed
2010,"Lake Of The Woods County, MN",0,0,0,0,0
2010,"Lake and Peninsula Borough, AK",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lamar County, AL",Data suppressed,0,6,Data suppressed,0
2010,"Lamar County, GA",Data suppressed,Data suppressed,7,Data suppressed,Data suppressed
2010,"Lamar County, MS",9,Data suppressed,16,Data suppressed,Data suppressed
2010,"Lamar County, TX",25,7,24,Data suppressed,Data suppressed
2010,"Lamb County, TX",Data suppressed,Data suppressed,5,Data suppressed,0
2010,"Lamoille County, VT",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lamoure County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lampasas County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed,0
2010,"Lancaster County, NE",58,25,118,17,5
2010,"Lancaster County, PA",213,186,227,27,19
2010,"Lancaster County, SC",29,Data suppressed,32,Data suppressed,0
2010,"Lancaster County, VA",6,Data suppressed,9,Data suppressed,0
2010,"Lander County, NV",0,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lane County, KS",0,0,0,0,0
2010,"Lane County, OR",57,47,167,37,11
2010,"Langlade County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lanier County, GA",11,Data suppressed,Data suppressed,0,0
2010,"Lapeer County, MI",5,Data suppressed,31,Data suppressed,Data suppressed
2010,"Laporte County, IN",39,21,73,Data suppressed,Data suppressed
2010,"Laramie County, WY",9,6,20,Data suppressed,Data suppressed
2010,"Larimer County, CO",30,16,112,Data suppressed,Data suppressed
2010,"Larue County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Las Animas County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lasalle County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lasalle Parish, LA",14,Data suppressed,Data suppressed,0,0
2010,"Lassen County, CA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Latah County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Latimer County, OK",0,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lauderdale County, AL",9,Data suppressed,19,Data suppressed,0
2010,"Lauderdale County, MS",80,24,86,10,5
2010,"Lauderdale County, TN",30,13,30,Data suppressed,Data suppressed
2010,"Laurel County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Laurens County, GA",65,26,76,Data suppressed,Data suppressed
2010,"Laurens County, SC",14,Data suppressed,19,Data suppressed,Data suppressed
2010,"Lavaca County, TX",Data suppressed,5,8,Data suppressed,0
2010,"Lawrence County, AL",Data suppressed,Data suppressed,12,Data suppressed,0
2010,"Lawrence County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lawrence County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lawrence County, IN",Data suppressed,0,19,Data suppressed,Data suppressed
2010,"Lawrence County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lawrence County, MO",Data suppressed,Data suppressed,14,0,0
2010,"Lawrence County, MS",17,Data suppressed,18,Data suppressed,Data suppressed
2010,"Lawrence County, OH",7,Data suppressed,28,Data suppressed,0
2010,"Lawrence County, PA",12,Data suppressed,18,Data suppressed,0
2010,"Lawrence County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lawrence County, TN",9,5,12,Data suppressed,Data suppressed
2010,"Le Flore County, OK",6,9,14,Data suppressed,Data suppressed
2010,"Le Sueur County, MN",Data suppressed,Data suppressed,5,0,0
2010,"Lea County, NM",11,9,10,Data suppressed,Data suppressed
2010,"Leake County, MS",12,Data suppressed,15,Data suppressed,0
2010,"Leavenworth County, KS",18,18,72,Data suppressed,Data suppressed
2010,"Lebanon County, PA",43,27,38,Data suppressed,Data suppressed
2010,"Lee County, AL",46,13,62,Data suppressed,Data suppressed
2010,"Lee County, AR",16,12,30,6,0
2010,"Lee County, FL",640,153,573,82,32
2010,"Lee County, GA",6,Data suppressed,Data suppressed,0,Data suppressed
2010,"Lee County, IA",Data suppressed,Data suppressed,9,Data suppressed,0
2010,"Lee County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lee County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lee County, MS",36,7,83,Data suppressed,Data suppressed
2010,"Lee County, NC",62,20,50,Data suppressed,Data suppressed
2010,"Lee County, SC",15,Data suppressed,14,Data suppressed,0
2010,"Lee County, TX",Data suppressed,Data suppressed,8,Data suppressed,Data suppressed
2010,"Lee County, VA",Data suppressed,Data suppressed,8,Data suppressed,Data suppressed
2010,"Leelanau County, MI",0,0,5,Data suppressed,Data suppressed
2010,"Leflore County, MS",52,14,38,Data suppressed,Data suppressed
2010,"Lehigh County, PA",276,239,192,44,24
2010,"Lemhi County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lenawee County, MI",10,7,28,Data suppressed,Data suppressed
2010,"Lenoir County, NC",107,27,61,8,9
2010,"Leon County, FL",466,65,372,38,10
2010,"Leon County, TX",9,Data suppressed,6,Data suppressed,0
2010,"Leslie County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Letcher County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Levy County, FL",28,Data suppressed,21,Data suppressed,0
2010,"Lewis And Clark County, MT",Data suppressed,Data suppressed,13,Data suppressed,0
2010,"Lewis County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lewis County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lewis County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lewis County, NY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,0
2010,"Lewis County, TN",Data suppressed,0,5,Data suppressed,0
2010,"Lewis County, WA",Data suppressed,Data suppressed,22,Data suppressed,0
2010,"Lewis County, WV",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lexington City, VA",0,0,5,0,0
2010,"Lexington County, SC",50,20,83,Data suppressed,Data suppressed
2010,"Liberty County, FL",8,Data suppressed,8,Data suppressed,0
2010,"Liberty County, GA",32,14,24,Data suppressed,Data suppressed
2010,"Liberty County, MT",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Liberty County, TX",61,51,53,Data suppressed,Data suppressed
2010,"Licking County, OH",27,10,72,Data suppressed,Data suppressed
2010,"Limestone County, AL",45,41,134,Data suppressed,Data suppressed
2010,"Limestone County, TX",7,Data suppressed,9,Data suppressed,0
2010,"Lincoln County, AR",0,Data suppressed,7,0,Data suppressed
2010,"Lincoln County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lincoln County, GA",Data suppressed,Data suppressed,Data suppressed,0,Data suppressed
2010,"Lincoln County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lincoln County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lincoln County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lincoln County, ME",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lincoln County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lincoln County, MO",6,7,20,Data suppressed,Data suppressed
2010,"Lincoln County, MS",20,Data suppressed,20,Data suppressed,0
2010,"Lincoln County, MT",0,0,6,0,0
2010,"Lincoln County, NC",10,5,32,Data suppressed,Data suppressed
2010,"Lincoln County, NE",Data suppressed,0,Data suppressed,0,Data suppressed
2010,"Lincoln County, NM",Data suppressed,Data suppressed,6,Data suppressed,0
2010,"Lincoln County, NV",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lincoln County, OK",Data suppressed,6,13,Data suppressed,0
2010,"Lincoln County, OR",6,Data suppressed,30,Data suppressed,Data suppressed
2010,"Lincoln County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lincoln County, TN",7,Data suppressed,11,Data suppressed,0
2010,"Lincoln County, WA",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Lincoln County, WI",0,Data suppressed,Data suppressed,Data suppressed,0
2010,"Lincoln County, WV",0,Data suppressed,5,Data suppressed,0
2010,"Lincoln County, WY",Data suppressed,Data suppressed,Data suppressed,0,0
2010,"Lincoln Parish, LA",16,Data suppressed,32,Data suppressed,0
2010,"Linn County, IA",24,11,94,20,0
2010,"Linn County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Linn County, MO",Data suppressed,Data suppressed,Data suppressed,0,0
2010,"Linn County, OR",15,11,37,8,0
2010,"Lipscomb County, TX",0,0,0,0,0
2010,"Litchfield County, CT",11,11,29,Data suppressed,Data suppressed
2010,"Little River County, AR",Data suppressed,0,6,Data suppressed,0
2010,"Live Oak County, TX",0,Data suppressed,7,Data suppressed,0
2010,"Livingston County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2010,"Livingston County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
