State,County,Geography,FIPS,Cases,Rate per 100000,Population,Indicator,Year
CA,Ventura County,"Ventura County, CA",6111,50,7,"713,081",HIV diagnoses,2018
IL,Vermilion County,"Vermilion County, IL",17183,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
LA,Vermilion Parish,"Vermilion Parish, LA",22113,5,10.2,"49,010",HIV diagnoses,2018
IN,Vermillion County,"Vermillion County, IN",18165,0,0,"13,135",HIV diagnoses,2018
WI,Vernon County,"Vernon County, WI",55123,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MO,Vernon County,"Vernon County, MO",29217,0,0,"17,157",HIV diagnoses,2018
LA,Vernon Parish,"Vernon Parish, LA",22115,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Victoria County,"Victoria County, TX",48469,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IN,Vigo County,"Vigo County, IN",18167,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
WI,Vilas County,"Vilas County, WI",55125,0,0,"19,360",HIV diagnoses,2018
OH,Vinton County,"Vinton County, OH",39163,0,0,"11,165",HIV diagnoses,2018
VA,Virginia Beach City,"Virginia Beach City, VA",51810,52,13.8,"377,775",HIV diagnoses,2018
FL,Volusia County,"Volusia County, FL",12127,82,17.1,"478,491",HIV diagnoses,2018
IN,Wabash County,"Wabash County, IN",18169,0,0,"26,799",HIV diagnoses,2018
IL,Wabash County,"Wabash County, IL",17185,0,0,"9,676",HIV diagnoses,2018
MN,Wabasha County,"Wabasha County, MN",27157,0,0,"18,287",HIV diagnoses,2018
KS,Wabaunsee County,"Wabaunsee County, KS",20197,0,0,"5,781",HIV diagnoses,2018
MN,Wadena County,"Wadena County, MN",27159,0,0,"11,217",HIV diagnoses,2018
OK,Wagoner County,"Wagoner County, OK",40145,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
WA,Wahkiakum County,"Wahkiakum County, WA",53069,0,0,"3,921",HIV diagnoses,2018
NC,Wake County,"Wake County, NC",37183,112,12.4,"906,423",HIV diagnoses,2018
FL,Wakulla County,"Wakulla County, FL",12129,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
ME,Waldo County,"Waldo County, ME",23027,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Walker County,"Walker County, TX",48471,22,34.1,"64,580",HIV diagnoses,2018
GA,Walker County,"Walker County, GA",13295,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
AL,Walker County,"Walker County, AL",1127,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
WA,Walla Walla County,"Walla Walla County, WA",53071,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
KS,Wallace County,"Wallace County, KS",20199,0,0,"1,231",HIV diagnoses,2018
TX,Waller County,"Waller County, TX",48473,9,20.6,"43,752",HIV diagnoses,2018
OR,Wallowa County,"Wallowa County, OR",41063,0,0,"6,141",HIV diagnoses,2018
ND,Walsh County,"Walsh County, ND",38099,0,0,"8,897",HIV diagnoses,2018
MS,Walthall County,"Walthall County, MS",28147,0,0,"12,146",HIV diagnoses,2018
GA,Walton County,"Walton County, GA",13297,14,18,"77,563",HIV diagnoses,2018
FL,Walton County,"Walton County, FL",12131,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
WI,Walworth County,"Walworth County, WI",55127,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
SD,Walworth County,"Walworth County, SD",46129,0,0,"4,633",HIV diagnoses,2018
IA,Wapello County,"Wapello County, IA",19179,0,0,"29,423",HIV diagnoses,2018
TX,Ward County,"Ward County, TX",48475,0,0,"9,291",HIV diagnoses,2018
ND,Ward County,"Ward County, ND",38101,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
GA,Ware County,"Ware County, GA",13299,6,20.4,"29,374",HIV diagnoses,2018
VA,Warren County,"Warren County, VA",51187,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
GA,Warren County,"Warren County, GA",13301,0,0,"4,509",HIV diagnoses,2018
TN,Warren County,"Warren County, TN",47177,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
PA,Warren County,"Warren County, PA",42123,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
OH,Warren County,"Warren County, OH",39165,5,2.6,"192,804",HIV diagnoses,2018
NC,Warren County,"Warren County, NC",37185,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NY,Warren County,"Warren County, NY",36113,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NJ,Warren County,"Warren County, NJ",34041,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MO,Warren County,"Warren County, MO",29219,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MS,Warren County,"Warren County, MS",28149,12,31.3,"38,351",HIV diagnoses,2018
KY,Warren County,"Warren County, KY",21227,9,8.2,"109,357",HIV diagnoses,2018
IA,Warren County,"Warren County, IA",19181,0,0,"42,143",HIV diagnoses,2018
IN,Warren County,"Warren County, IN",18171,0,0,"6,965",HIV diagnoses,2018
IL,Warren County,"Warren County, IL",17187,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IN,Warrick County,"Warrick County, IN",18173,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
UT,Wasatch County,"Wasatch County, UT",49051,0,0,"25,819",HIV diagnoses,2018
OR,Wasco County,"Wasco County, OR",41065,0,0,"22,192",HIV diagnoses,2018
MN,Waseca County,"Waseca County, MN",27161,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
WY,Washakie County,"Washakie County, WY",56043,0,0,"6,684",HIV diagnoses,2018
WI,Washburn County,"Washburn County, WI",55129,0,0,"13,752",HIV diagnoses,2018
WI,Washington County,"Washington County, WI",55131,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
VA,Washington County,"Washington County, VA",51191,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
VT,Washington County,"Washington County, VT",50023,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
UT,Washington County,"Washington County, UT",49053,6,4.3,"139,918",HIV diagnoses,2018
TX,Washington County,"Washington County, TX",48477,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
ID,Washington County,"Washington County, ID",16087,0,0,"8,578",HIV diagnoses,2018
GA,Washington County,"Washington County, GA",13303,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
FL,Washington County,"Washington County, FL",12133,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
CO,Washington County,"Washington County, CO",8121,0,0,"4,113",HIV diagnoses,2018
AR,Washington County,"Washington County, AR",5143,18,9.2,"194,790",HIV diagnoses,2018
AL,Washington County,"Washington County, AL",1129,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TN,Washington County,"Washington County, TN",47179,6,5.4,"111,262",HIV diagnoses,2018
RI,Washington County,"Washington County, RI",44009,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
PA,Washington County,"Washington County, PA",42125,6,3.4,"178,855",HIV diagnoses,2018
OR,Washington County,"Washington County, OR",41067,36,7.2,"499,935",HIV diagnoses,2018
OK,Washington County,"Washington County, OK",40147,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
OH,Washington County,"Washington County, OH",39167,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NC,Washington County,"Washington County, NC",37187,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NY,Washington County,"Washington County, NY",36115,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NE,Washington County,"Washington County, NE",31177,0,0,"17,193",HIV diagnoses,2018
MO,Washington County,"Washington County, MO",29221,0,0,"20,925",HIV diagnoses,2018
MS,Washington County,"Washington County, MS",28151,10,27.4,"36,549",HIV diagnoses,2018
MN,Washington County,"Washington County, MN",27163,9,4.2,"214,609",HIV diagnoses,2018
MD,Washington County,"Washington County, MD",24043,12,9.4,"127,640",HIV diagnoses,2018
ME,Washington County,"Washington County, ME",23029,0,0,"27,342",HIV diagnoses,2018
KY,Washington County,"Washington County, KY",21229,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
KS,Washington County,"Washington County, KS",20201,0,0,"4,531",HIV diagnoses,2018
IA,Washington County,"Washington County, IA",19183,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IN,Washington County,"Washington County, IN",18175,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IL,Washington County,"Washington County, IL",17189,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
LA,Washington Parish,"Washington Parish, LA",22117,10,25.9,"38,562",HIV diagnoses,2018
OK,Washita County,"Washita County, OK",40149,0,0,"9,112",HIV diagnoses,2018
NV,Washoe County,"Washoe County, NV",32031,39,9.9,"392,865",HIV diagnoses,2018
MI,Washtenaw County,"Washtenaw County, MI",26161,34,10.5,"322,415",HIV diagnoses,2018
NC,Watauga County,"Watauga County, NC",37189,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MN,Watonwan County,"Watonwan County, MN",27165,0,0,"9,034",HIV diagnoses,2018
WI,Waukesha County,"Waukesha County, WI",55133,5,1.5,"343,655",HIV diagnoses,2018
WI,Waupaca County,"Waupaca County, WI",55135,0,0,"43,991",HIV diagnoses,2018
WI,Waushara County,"Waushara County, WI",55137,0,0,"21,178",HIV diagnoses,2018
WV,Wayne County,"Wayne County, WV",54099,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
UT,Wayne County,"Wayne County, UT",49055,0,0,"2,240",HIV diagnoses,2018
GA,Wayne County,"Wayne County, GA",13305,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TN,Wayne County,"Wayne County, TN",47181,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
PA,Wayne County,"Wayne County, PA",42127,0,0,"45,437",HIV diagnoses,2018
OH,Wayne County,"Wayne County, OH",39169,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NC,Wayne County,"Wayne County, NC",37191,14,13.7,"102,113",HIV diagnoses,2018
NY,Wayne County,"Wayne County, NY",36117,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NE,Wayne County,"Wayne County, NE",31179,0,0,"8,034",HIV diagnoses,2018
MO,Wayne County,"Wayne County, MO",29223,0,0,"11,194",HIV diagnoses,2018
MS,Wayne County,"Wayne County, MS",28153,0,0,"16,697",HIV diagnoses,2018
MI,Wayne County,"Wayne County, MI",26163,299,20.5,"1,456,847",HIV diagnoses,2018
KY,Wayne County,"Wayne County, KY",21231,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IA,Wayne County,"Wayne County, IA",19185,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IN,Wayne County,"Wayne County, IN",18177,0,0,"55,663",HIV diagnoses,2018
IL,Wayne County,"Wayne County, IL",17191,0,0,"13,669",HIV diagnoses,2018
VA,Waynesboro City,"Waynesboro City, VA",51820,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TN,Weakley County,"Weakley County, TN",47183,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Webb County,"Webb County, TX",48479,36,17.2,"209,719",HIV diagnoses,2018
UT,Weber County,"Weber County, UT",49057,5,2.5,"203,888",HIV diagnoses,2018
WV,Webster County,"Webster County, WV",54101,0,0,"7,131",HIV diagnoses,2018
GA,Webster County,"Webster County, GA",13307,0,0,"2,278",HIV diagnoses,2018
NE,Webster County,"Webster County, NE",31181,0,0,"2,984",HIV diagnoses,2018
MO,Webster County,"Webster County, MO",29225,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MS,Webster County,"Webster County, MS",28155,0,0,"8,159",HIV diagnoses,2018
KY,Webster County,"Webster County, KY",21233,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IA,Webster County,"Webster County, IA",19187,0,0,"30,659",HIV diagnoses,2018
LA,Webster Parish,"Webster Parish, LA",22119,5,15.4,"32,489",HIV diagnoses,2018
CO,Weld County,"Weld County, CO",8123,8,3.1,"254,380",HIV diagnoses,2018
ND,Wells County,"Wells County, ND",38103,0,0,"3,348",HIV diagnoses,2018
IN,Wells County,"Wells County, IN",18179,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
LA,West Baton Rouge Parish,"West Baton Rouge Parish, LA",22121,7,32.3,"21,689",HIV diagnoses,2018
LA,West Carroll Parish,"West Carroll Parish, LA",22123,0,0,"9,214",HIV diagnoses,2018
LA,West Feliciana Parish,"West Feliciana Parish, LA",22125,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NY,Westchester County,"Westchester County, NY",36119,80,9.8,"819,567",HIV diagnoses,2018
VA,Westmoreland County,"Westmoreland County, VA",51193,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
PA,Westmoreland County,"Westmoreland County, PA",42129,12,3.9,"306,225",HIV diagnoses,2018
WY,Weston County,"Weston County, WY",56045,0,0,"5,928",HIV diagnoses,2018
WV,Wetzel County,"Wetzel County, WV",54103,0,0,"13,125",HIV diagnoses,2018
MI,Wexford County,"Wexford County, MI",26165,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Wharton County,"Wharton County, TX",48481,5,14.7,"33,992",HIV diagnoses,2018
WA,Whatcom County,"Whatcom County, WA",53073,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MT,Wheatland County,"Wheatland County, MT",30107,0,0,"1,847",HIV diagnoses,2018
TX,Wheeler County,"Wheeler County, TX",48483,0,0,"4,245",HIV diagnoses,2018
GA,Wheeler County,"Wheeler County, GA",13309,0,0,"6,937",HIV diagnoses,2018
OR,Wheeler County,"Wheeler County, OR",41069,0,0,"1,216",HIV diagnoses,2018
NE,Wheeler County,"Wheeler County, NE",31183,0,0,684,HIV diagnoses,2018
GA,White County,"White County, GA",13311,0,0,"25,878",HIV diagnoses,2018
AR,White County,"White County, AR",5145,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TN,White County,"White County, TN",47185,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IN,White County,"White County, IN",18181,0,0,"20,155",HIV diagnoses,2018
IL,White County,"White County, IL",17193,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NV,White Pine County,"White Pine County, NV",32033,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IL,Whiteside County,"Whiteside County, IL",17195,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
GA,Whitfield County,"Whitfield County, GA",13313,7,8.2,"85,099",HIV diagnoses,2018
KY,Whitley County,"Whitley County, KY",21235,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IN,Whitley County,"Whitley County, IN",18183,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
WA,Whitman County,"Whitman County, WA",53075,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MT,Wibaux County,"Wibaux County, MT",30109,0,0,872,HIV diagnoses,2018
TX,Wichita County,"Wichita County, TX",48485,14,12.7,"110,264",HIV diagnoses,2018
KS,Wichita County,"Wichita County, KS",20203,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MD,Wicomico County,"Wicomico County, MD",24045,11,12.7,"86,943",HIV diagnoses,2018
TX,Wilbarger County,"Wilbarger County, TX",48487,0,0,"10,844",HIV diagnoses,2018
GA,Wilcox County,"Wilcox County, GA",13315,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
AL,Wilcox County,"Wilcox County, AL",1131,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
GA,Wilkes County,"Wilkes County, GA",13317,0,0,"8,388",HIV diagnoses,2018
NC,Wilkes County,"Wilkes County, NC",37193,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MN,Wilkin County,"Wilkin County, MN",27167,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
GA,Wilkinson County,"Wilkinson County, GA",13319,0,0,"7,587",HIV diagnoses,2018
MS,Wilkinson County,"Wilkinson County, MS",28157,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IL,Will County,"Will County, IL",17197,38,6.6,"574,728",HIV diagnoses,2018
TX,Willacy County,"Willacy County, TX",48489,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
OH,Williams County,"Williams County, OH",39171,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
ND,Williams County,"Williams County, ND",38105,0,0,"27,480",HIV diagnoses,2018
VA,Williamsburg City,"Williamsburg City, VA",51830,0,0,"13,663",HIV diagnoses,2018
SC,Williamsburg County,"Williamsburg County, SC",45089,10,38.2,"26,210",HIV diagnoses,2018
TX,Williamson County,"Williamson County, TX",48491,43,9.3,"463,405",HIV diagnoses,2018
TN,Williamson County,"Williamson County, TN",47187,11,5.8,"188,761",HIV diagnoses,2018
IL,Williamson County,"Williamson County, IL",17199,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Wilson County,"Wilson County, TX",48493,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TN,Wilson County,"Wilson County, TN",47189,7,6,"117,155",HIV diagnoses,2018
NC,Wilson County,"Wilson County, NC",37195,15,22,"68,228",HIV diagnoses,2018
KS,Wilson County,"Wilson County, KS",20205,0,0,"7,180",HIV diagnoses,2018
VA,Winchester City,"Winchester City, VA",51840,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
VT,Windham County,"Windham County, VT",50025,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
CT,Windham County,"Windham County, CT",9015,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
VT,Windsor County,"Windsor County, VT",50027,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Winkler County,"Winkler County, TX",48495,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
LA,Winn Parish,"Winn Parish, LA",22127,0,0,"12,007",HIV diagnoses,2018
WI,Winnebago County,"Winnebago County, WI",55139,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IA,Winnebago County,"Winnebago County, IA",19189,0,0,"8,869",HIV diagnoses,2018
IL,Winnebago County,"Winnebago County, IL",17201,33,13.9,"236,695",HIV diagnoses,2018
IA,Winneshiek County,"Winneshiek County, IA",19191,0,0,"17,472",HIV diagnoses,2018
MN,Winona County,"Winona County, MN",27169,0,0,"44,359",HIV diagnoses,2018
AL,Winston County,"Winston County, AL",1133,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MS,Winston County,"Winston County, MS",28159,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
WV,Wirt County,"Wirt County, WV",54105,0,0,"4,946",HIV diagnoses,2018
VA,Wise County,"Wise County, VA",51195,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Wise County,"Wise County, TX",48497,0,0,"56,387",HIV diagnoses,2018
KY,Wolfe County,"Wolfe County, KY",21237,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
WI,Wood County,"Wood County, WI",55141,0,0,"61,841",HIV diagnoses,2018
WV,Wood County,"Wood County, WV",54107,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Wood County,"Wood County, TX",48499,7,17.9,"39,066",HIV diagnoses,2018
OH,Wood County,"Wood County, OH",39173,9,8.1,"111,786",HIV diagnoses,2018
IA,Woodbury County,"Woodbury County, IA",19193,5,6,"83,212",HIV diagnoses,2018
KY,Woodford County,"Woodford County, KY",21239,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IL,Woodford County,"Woodford County, IL",17203,0,0,"32,038",HIV diagnoses,2018
AR,Woodruff County,"Woodruff County, AR",5147,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
OK,Woods County,"Woods County, OK",40151,0,0,"7,543",HIV diagnoses,2018
KS,Woodson County,"Woodson County, KS",20207,0,0,"2,718",HIV diagnoses,2018
OK,Woodward County,"Woodward County, OK",40153,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MA,Worcester County,"Worcester County, MA",25027,45,6.3,"708,859",HIV diagnoses,2018
MD,Worcester County,"Worcester County, MD",24047,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
GA,Worth County,"Worth County, GA",13321,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MO,Worth County,"Worth County, MO",29227,0,0,"1,749",HIV diagnoses,2018
IA,Worth County,"Worth County, IA",19195,0,0,"6,332",HIV diagnoses,2018
AK,Wrangell City and Borough,"Wrangell City and Borough, AK",2275,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
